No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,GPS,Send GPS Info,Receive GPS Info,GPS Timing Report,GPS Timing Report TX Contacts,
9,Analog CH,Arlington4200,444.20000,449.20000,High,75S,No,1,Yes,No,No,25K,None,100.0,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
10,Analog CH,Keller7200,147.20000,147.80000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
11,Analog CH,Dallas6880,146.88000,146.28000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
12,Analog CH,Dallas6700,146.70000,146.10000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
13,Analog CH,Net2175,442.17500,447.17500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
14,Analog CH,Net3875,443.87500,448.87500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
15,Analog CH,Net4700,444.70000,449.70000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
16,Analog CH,Net5400,145.40000,144.80000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
17,Analog CH,Watagua4575,444.57500,449.57500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
18,Analog CH,CedarHill706,147.06000,147.66000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
19,Analog CH,LinkedSystem,146.90000,146.30000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
20,Analog CH,NRH3225,443.22500,448.22500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
21,Analog CH,NRH2775,442.77500,447.77500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
22,Analog CH,Grapevine5400,145.40000,144.80000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
23,Analog CH,FortWorth3175,441.37500,446.37500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
24,Analog CH,FortWorth4200,442.20000,447.20000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
25,Analog CH,FortWorth4900,444.90000,449.90000,High,75S,No,1,Yes,No,No,25K,None,88.5,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
26,Analog CH,MJARS5390,145.39000,144.79000,High,75S,No,1,Yes,No,No,25K,None,167.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
27,Analog CH,XYL Net7325,442.32500,447.32500,High,75S,No,1,Yes,No,No,25K,None,127.3,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
28,Analog CH,XYL Net7225,442.22500,447.22500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
29,Analog CH,Cleburn41250,444.12500,449.12500,High,75S,No,1,Yes,No,No,25K,None,88.5,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
30,Analog CH,Keeney3125,443.12500,448.12500,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
31,Analog CH,Burleson5700,440.70000,445.70000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
32,Analog CH,Hurst Smplx642,146.40000,146.40000,High,Endless,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
33,Analog CH,2m Call,146.52000,146.52000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
34,Analog CH,70cm Call,446.00000,446.00000,High,75S,No,1,Yes,No,No,25K,None,None,Channel Free,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
35,Analog CH,Simplex7570,147.57000,147.57000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
36,Analog CH,Simplex6480,146.48000,146.48000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
37,Analog CH,Simplex6580,146.58000,146.58000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
38,Analog CH,McKinney6740,146.74000,146.14000,High,75S,No,7,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot2,,1,No,Normal Mode,1,Yes,Prohibit TX,None,None,None,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
39,Analog CH,Dallas7300,147.30000,146.70000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
40,Analog CH,FTW5250,145.25000,144.65000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
41,Analog CH,Euless7010,147.01000,147.61000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
42,Analog CH,FTW Smplx7540,147.54000,147.54000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
43,Analog CH,Dallas5130,145.13000,144.73000,High,Endless,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
44,Analog CH,FTW7920,147.92000,147.32000,High,Endless,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
45,Analog CH,Dallas6820,146.82000,146.22000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
46,Analog CH,Dallas5430,145.43000,144.83000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
47,Analog CH,Carrolton6610,146.61000,146.01000,High,75S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
48,Analog CH,Dallas5230,145.23000,144.63000,High,Endless,No,1,Yes,No,No,25K,None,None,Channel Free,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
49,Analog CH,FTW6800,146.80000,146.20000,High,75S,No,1,Yes,No,No,25K,None,110.9,Channel Free,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
50,Analog CH,Azle7160,147.16000,147.76000,High,75S,No,1,Yes,No,No,25K,None,110.9,Channel Free,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
51,Analog CH,Arlington6860,146.86000,146.26000,High,75S,No,1,Yes,No,No,25K,None,110.9,Channel Free,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
