No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,GPS,Send GPS Info,Receive GPS Info,GPS Timing Report,GPS Timing Report TX Contacts,
9,Digital CH,TGIF,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TGIF,Custom,,Priority Contacts: TGIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
10,Digital CH,DIG SIMP 1,441.00000,441.00000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: LOCAL,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
11,Digital CH,DIG SIMP 2,446.50000,446.50000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: LOCAL,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
12,Digital CH,DIG SIMP 3,446.07500,446.07500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: LOCAL,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
13,Digital CH,DIG SIMP 4,433.45000,433.45000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: LOCAL,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
14,Digital CH,DIGSIM1,446.00000,446.00000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: LOCAL,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
15,Digital CH,DIGSIM2,446.10000,446.10000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: LOCAL,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
16,Digital CH,ECHO,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: ECHO,Custom,,Priority Contacts: TG 9 - LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
17,Digital CH,TEST,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: ,list2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
18,Analog CH,SHARC-VHF,146.80500,146.20500,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC 310,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
19,Analog CH,SH-UHF,443.80000,448.80000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC 310,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
20,Digital CH,DMR TRACK,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: ,list2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
21,Digital CH,PARROT,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: PARROT,Custom,,Priority Contacts: LOCAL,Priority Contacts: PARROT,Priority Contacts: TG 9 - LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
22,Digital CH,ALABAMA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Channel free,None,None,Priority Contacts: ALABAMA,Custom,,Priority Contacts: ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
23,Digital CH,ALASKA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: ALASKA,Custom,,Priority Contacts: ALASKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
24,Digital CH,ARIZONA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: ARIZONA,Custom,,Priority Contacts: ARIZONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
25,Digital CH,ARKANSAS,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: ARKANSAS,Custom,,Priority Contacts: ARKANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
26,Digital CH,CALIFORNIA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: CALIFORNIA,Custom,,Priority Contacts: CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
27,Digital CH,COLORADO,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: COLORADO,Custom,,Priority Contacts: COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
28,Digital CH,CONN,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: CONN,Custom,,Priority Contacts: CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
29,Digital CH,DELAWARE,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DELAWARE,Custom,,Priority Contacts: DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
30,Digital CH,GEORGIA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: GEORGIA,Custom,,Priority Contacts: GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
31,Digital CH,HAWAII,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: HAWAII,Custom,,Priority Contacts: HAWAII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
32,Digital CH,IDAHO,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: IDAHO,Custom,,Priority Contacts: IDAHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
33,Digital CH,ILLINOIS,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: ILLINOIS,Custom,,Priority Contacts: ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
34,Digital CH,INDIANA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: INDIANNA,Custom,,Priority Contacts: INDIANNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
35,Digital CH,IOWA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: IOWA,Custom,,Priority Contacts: IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
36,Digital CH,KANSAS,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: KANSAS,Custom,,Priority Contacts: KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
37,Digital CH,KENTUCKY,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: KENTUCKY,Custom,,Priority Contacts: KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
38,Digital CH,LOUISIANA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: LOUISIANA,Custom,,Priority Contacts: LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
39,Digital CH,MAINE,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MAINE,Custom,,Priority Contacts: MAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
40,Digital CH,MARYLAND,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MARYLAND,Custom,,Priority Contacts: MARYLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
41,Digital CH,MASSACHUSETTS,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MASSUCHUS,Custom,,Priority Contacts: MASSUCHUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
42,Digital CH,MICHIGAN,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MICHIGAN,Custom,,Priority Contacts: MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
43,Digital CH,MINNESOTA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MINNESOTA,Custom,,Priority Contacts: MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
44,Digital CH,MISSISSIPPI,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MISSISSIPPI,Custom,,Priority Contacts: MISSISSIPPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
45,Digital CH,MISSOURI,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MISSOURI,Custom,,Priority Contacts: MISSOURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
46,Digital CH,MONTANA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: MONTANA,Custom,,Priority Contacts: MONTANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
47,Digital CH,NEBRASKA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEBRASKA,Custom,,Priority Contacts: NEBRASKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
48,Digital CH,NEVADA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEVADA,Custom,,Priority Contacts: NEVADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
49,Digital CH,NEW HAMPSHIRE,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEW HAMPSHIRE,Custom,,Priority Contacts: NEW HAMPSHIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
50,Digital CH,NEW JERSEY,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEW JERSEY,Custom,,Priority Contacts: NEW JERSEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
51,Digital CH,NEW MEXICO,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEW MEXICO,Custom,,Priority Contacts: NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
52,Digital CH,NEW YORK,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEW YORK,Custom,,Priority Contacts: NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
53,Digital CH,N CAROLINA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NEW YORK,Custom,,Priority Contacts: N CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
54,Digital CH,N DAKOTA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N DAKOTA,Custom,,Priority Contacts: N DAKOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
55,Digital CH,OHIO,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: OHIO,Custom,,Priority Contacts: OHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
56,Digital CH,OKLAHOMA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: OKLAHOMA,Custom,,Priority Contacts: OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
57,Digital CH,OREGON,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: OREGON,Custom,,Priority Contacts: OREGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
58,Digital CH,PENN,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: PENN,Custom,,Priority Contacts: PENN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
59,Digital CH,RHODE ISLAND,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: RHODE ISLAND,Custom,,Priority Contacts: RHODE ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
60,Digital CH,S CAROLINA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S CAROLINA,Custom,,Priority Contacts: S CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
61,Digital CH,S DAKOTA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S DAKOTA,Custom,,Priority Contacts: S DAKOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
62,Digital CH,TENN,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TENN,Custom,,Priority Contacts: TENN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
63,Digital CH,TEXAS,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TEXAS,Custom,,Priority Contacts: TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
64,Digital CH,UTAH,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: UTAH,Custom,,Priority Contacts: UTAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
65,Digital CH,VERMONT,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: VERMONT,Custom,,Priority Contacts: VERMONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
66,Digital CH,VIRGINA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: VIRGINIA,Custom,,Priority Contacts: VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
67,Digital CH,WASHINGTON,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WASHINGTON,Custom,,Priority Contacts: WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
68,Digital CH,W VIRGINA,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: W VIRGINIA,Custom,,Priority Contacts: W VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
69,Digital CH,WISONSIN,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WISCONSIN,Custom,,Priority Contacts: WISCONSIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
70,Digital CH,WYOMING,432.70000,432.70000,Low,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WYOMING,Custom,,Priority Contacts: WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
71,Analog CH,V-SIMP52,146.52000,146.52000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC 310,Custom,,Priority Contacts: TAC 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
