110668,K6DAN,Torrance,California,United States,448.26,1,-5,Master,TS1 TS2,K6DAN,,0,Brandmeister
110669,N6RVI,San Diego,California,United States,449.96,3,-5,Peer,,N6RVI,,0,Brandmeister
110670,KK6USZ,Saratoga,California,United States,441.95,1,5,Master,TS1 TS2,WA6AXX,,0,BM
110671,N7OEI,San Diego,California,United States,449.84,1,-5.99,Master,TS1 TS2,KF6YB,,0,BM
110672,K6LO,Middletown,California,United States,440.1,2,5,Peer,,K6LO,,0,brandmeister
110673,KC9GKA,Riverside,California,United States,145.23,1,-0.6,Peer,TS1 TS2,KC9GKA,,0,Brandmeister
110674,N2IX,Calexico,California,United States,449.025,5,-5,None,,N2IX,,0,Brandmeister
110675,K6LNK,Stonyford,California,United States,927.175,6,-25,Peer,,N6JOA,,0,BrandMeister
110676,KK6TTJ,San Clemente,California,United States,144.65,1,2.9,None,TS1 TS2,KK6TTJ,,0,None
110677,AF6YU,san diego,California,United States,445.2,1,-5,Peer,,AF6YU,,0,BM
110678,AA6DP,Catalina,California,United States,147.09,1,0.6,None,,WI6Y,,0,BM
110679,KB6CIO,SAN MIGUEL,California,United States,444.175,1,5,Peer,,KB6CIO,,0,Brandmeister
110680,N6RPV,Rancho Palos Verdes,California,United States,445.72,1,-5,None,,N6NNW,,0,BRANDMEISTER
110681,KQ6RC,HAYWARD,California,United States,223.94,3,-1.6,Master,TS1 TS2,KQ6RC,,0,DMR-plus
110682,K6LO,Angwin,California,United States,147.855,1,-0.6,Peer,,K6LO,,0,brandmeister
110683,WW6BAY,Palo Alto,California,United States,444.35,1,5,Master,TS1 TS2,KJ6VU,,0,BM
110684,KQ6RC,HAYWARD,California,United States,441.8,4,5,Master,TS1 TS2,KQ6RC,,0,DMR-plus
110685,KQ6RC,HAYWARD,California,United States,147.315,5,0.6,Master,TS1 TS2,KQ6RC,,0,DMR-plus
110687,N7OEI,"San Diego,Palomar Mt",California,United States,448.14,1,-5,Peer,TS1 TS2,KB6PLH,,0,BM
110688,K6RET,Bakersfield,California,United States,443,1,5,Peer,,K6RET,,0,Brandmeister
110689,AF6FB,Lake Forest,California,United States,446.86,11,-5,None,,AF6FB,,0,BrandMeister
110691,N6MIK,Yorba Linda,California,United States,446.54,8,-5,Peer,TS1 TS2,N6MIK,,0,DMR-plus
110693,WA6TIP,Sebastopol,California,United States,444.825,1,5,None,TS1 TS2,WA6TIP,,0,DMR-plus
110694,KB6LED,Hayward,California,United States,444.85,1,5,Peer,TS1 TS2,KB6LED,,0,DMR-plus
110695,WX6D,Soquel,California,United States,443.5375,1,5,Master,,N6IB,,0,Mountain West DMR
110696,KK6KD,SAN DIEGO,California,United States,448.46,1,-5,Peer,TS1 TS2,KK6KD,,0,DMR-plus
110699,K7AZ,Lompoc,California,United States,443.3,7,5,Peer,TS1 TS2,K7AZ,,0,DMR-plus
110700,K6LNK,Grayson,California,United States,927.175,9,-25,Peer,TS1 TS2,N6JOA,,0,DMR-plus
110701,K6LO,St. Helena,California,United States,440.1,1,5,Peer,,K6LO,,0,BrandMeister
111201,W4MCO,Orlando,Florida,United States,443.1625,11,5,Master,TS1 TS2,N2HBX,,0,BM
111202,NX4DN,WACSSIA,Florida,United States,443.025,1,5,Peer,,K4GFD,,0,K4USD
111203,WD4WDW,Lake Buena Vista,Florida,United States,444,3,5,Master,,N2ZXS,,0,NJTurbo
111204,N4IRS,Port Salerno,Florida,United States,444.975,1,5,Peer,,N4IRS,,0,None
111205,AF4JC,Middleburg,Florida,United States,442.6,1,5,Master,,AF4JC,,0,Brandmiester
111206,KG4IDD,ESPANIOLA,Florida,United States,443.4,1,5,Peer,,KG4IDD,,0,"Jacksonville, Fl"
111207,KJ4SHL,Tampa Downtown,Florida,United States,443.7525,1,5,Master,,KJ4SHL,,0,MotoDMR
111208,NX4DN,PORTABLE RPT,Florida,United States,444.175,1,5,Peer,,K4GFD,,0,K4USD
111209,KJ4YZI,Vero Beach,Florida,United States,444.35,1,5,Peer,TS1 TS2,KB4OVL,,0,BM
111210,N4KEG,Lakeland,Florida,United States,444.6625,1,5,Master,,N4KEG,,0,K4USD
111211,W4MO,Englewood,Florida,United States,146.805,1,-0.6,None,TS1 TS2,W4MO,,0,BrandMeister
111212,N3OS,DADE CITY,Florida,United States,442.375,1,5,Peer,,N3OS,,0,K4USD
111213,KM4WUD,Portable,Florida,United States,439,1,-5,Master,,KD2KWD,,0,MotoDMR
111214,KJ4SHL,Tampa,Florida,United States,442.6125,15,5,Peer,TS1 TS2,KJ4SHL,,0,BrandMeister
111215,KJ4YZI,Vero Beach,Florida,United States,444.325,1,5,Peer,TS1 TS2,KB4OVL,,0,Brandmiester
111216,KM4SM,Jacksonville,Florida,United States,444.115,2,5,Peer,TS1 TS2,KM4SM,,0,SRF
111217,W4DUX,Punta Gorda,Florida,United States,442.925,1,5,Peer,,KA1DJ,,0,Chicagoland
111218,K2DMR,Port St Lucie,Florida,United States,440.85,1,5,Peer,TS1 TS2,WR2M,,0,nj turbo
111219,N4LJQ,MIAMI,Florida,United States,443.6,7,5,Peer,,N4LJQ,,0,BRANDMEISTER
111220,N4LJQ,SUNNY ISLES,Florida,United States,442.95,7,5,Peer,TS1 TS2,N4LJQ,,0,BRANDMEISTER
111221,KC4GOL,LIVE OAK,Florida,United States,443.6,7,5,Peer,,KC4GOL,,0,BRANDMEISTER
111222,KN4GVY,St. Petersburgh,Florida,United States,443.975,1,5,Master,,KJ4FEC,,0,DMR Marc
111223,KN4GVY,Palm Harbor,Florida,United States,444.575,1,5,Master,,KJ4FEC,,0,FL-DMR
111224,KP4CJ,Tampa,Florida,United States,443.35,1,5,Master,TS1 TS2,KP4CJ,,0,Mixed Mode
111225,K4MRG,Melbourne,Florida,United States,442.025,1,5,Master,TS1 TS2,KP4OO,,0,DMR-plus
111226,KJ4SHL,Land O,Florida,United States,442.6125,15,5,Master,,KJ4SHL,,0,BrandMeister
112601,K8COP,Whitehall,Michigan,United States,443.25,1,5,Peer,,K8COP,,0,Mi5
112603,K8SN,Grand Rapids,Michigan,United States,442.325,1,5,Master,,K8SN,,0,BrandMeister
112604,W8OAK,Pontiac,Michigan,United States,444.325,1,5,Peer,,KD8ATK,,0,
113601,WB2ZEX,Brooklyn,New York,United States,438.275,1,-5,Peer,,WB2ZEX,,0,Bronx Trbo
113602,KC2NFB,East Meadow,New York,United States,444.4,1,5,Peer,,KC2NFB,,0,Bronx Trbo
113603,N2LEN,Warrensburg,New York,United States,442.05,1,5,Master,TS1 TS2,N2LEN,,0,DMR-MARC
113604,N2ZTC,north Hebron,New York,United States,442.3,7,5,Master,TS1 TS2,N2ZTC,,0,branmister
113605,WB2ERS,Long Island-NYC,New York,United States,444.75,1,5,Peer,TS1 TS2,WB2ERS,,0,GARA
113606,WB2ERS,Albany,New York,United States,444.75,1,5,Peer,,WB2ERS,,0,GARA
113607,WB2ERS,Wilton-McGregor,New York,United States,444.65,1,5,Peer,,WB2ERS,,0,GARA
113608,N1NDN,Wilton-McGregor,New York,United States,145.37,1,-0.6,Peer,,N1NDN,,0,GARA
113609,W2TUP,Tupper Lake,New York,United States,446.025,1,-5,Peer,TS1 TS2,K2WW,,0,GARA
113610,K2WW,Cranberry Lake,New York,United States,444.75,1,5,Peer,,K2WW,,0,GARA
113611,K2WW,Parishville,New York,United States,147.075,1,0.6,Peer,,K2WW,,0,GARA
113612,W2RGM,Dix Hills,New York,United States,448.525,1,-5,Peer,,W2RGM,,0,GARA
113613,W2RGM,Dix Hills,New York,United States,147.075,1,0.6,Peer,,W2RGM,,0,"GARA TS-2, Latino TS"
113614,N2LEN,New Baltimore,New York,United States,449.025,1,-5,Master,TS1 TS2,N2LEN,,0,BM
113615,K2JRC,Bayside,New York,United States,438.5875,3,-5,Peer,,K2JRC,,0,Bronx TRBO
113616,K2JRC,Manhattan NYC,New York,United States,438.5625,2,-5,Master,,K2JRC,,0,Bronx Trbo
113618,KB2LFH,York Town Hts,New York,United States,441.5625,3,5,Peer,,KB2LFH,,0,BrandMeister
113619,K2ATY,Mt. Beacon,New York,United States,441.01875,10,5,Peer,TS1 TS2,K2ATY,,0,NEDECN
113620,K2JRC,Glen Oaks,New York,United States,438.6125,3,-5,Master,,K2JRC,,0,Bronx Trbo
113621,NY4Z,Manhattan,New York,United States,442.05,7,5,Peer,,NY4Z,,0,Bronx TRBO
113622,W2WCR,North Creek,New York,United States,442.25,1,5,Peer,TS1 TS2,N2LBT,,0,BrandMeister
113623,NY4Z,Briarcliff Manor,New York,United States,443.8,3,5,Master,,NY4Z,,0,Bronx TRBO
113624,KE2EMS,Parishville,New York,United States,442.3,1,5,Peer,TS1 TS2,KE2EMS,,0,DMR-plus
113625,W2RGM,huntington,New York,United States,448.475,1,-5,Peer,,W2RGM,,0,cantrbo
113626,W2OM,Lockport,New York,United States,444.625,1,5,None,,W2OM,,0,None
113627,N2YQT,Lake Luzerne,New York,United States,445,1,-5,Master,,N2YQT,,0,BrandMeister
113628,KC2WBX,Lockport,New York,United States,443.7125,1,5,Master,TS1 TS2,KC2WBX,,0,BM
113629,K2HR,Carmel,New York,United States,440.6125,3,5,Peer,,NY4Z,,0,BronxTRBO
113630,NY1FD,New Rochelle,New York,United States,145.495,1,-0.6,Peer,,W2MAC,,0,Bronx TRBO
113631,K2HR,Yorktown,New York,United States,440.625,7,5,Peer,,NY4Z,,0,Bronx TRBO
113632,KM4WUD,Albany,New York,United States,444,1,5,Master,,KD2KWD,,0,MotoDMR
113633,WW2FD,nassau,New York,United States,145.41,1,-5,Master,,N2NSA,,0,ipsc
113634,N2MCI,Kingston,New York,United States,448.625,1,-5,None,TS1 TS2,N2MCI,,0,BM
113635,KM4WUD,Athens,New York,United States,442.575,1,5,Master,TS1 TS2,KD2KWD,,0,MotoDMR
113636,WZ2Y,Montauk,New York,United States,443.2,1,5,Master,,WZ2Y,,0,CTDECN
113637,NY4Z,Mahopac,New York,United States,446.275,10,-5,Peer,,NY4Z,,0,NY-DMR
113638,N2NUO,Waverly,New York,United States,444.5,1,5,Master,,N2NUO,,0,BrandMeister
113639,K1IMD,Eastern Long Island,New York,United States,433.6575,1,5,Peer,,K1IMD,,0,Network Agile
113640,N2USB,new hartford,New York,United States,446.375,5,-5,None,,N2USB,,0,dmr
113641,N2CHP,rush,New York,United States,444.225,1,5,Master,,N2CHP,,0,brandmeister
113645,KE2EMS,Ogdensburg,New York,United States,146.79,1,-0.6,None,,KE2EMS,,0,Brandmeister
113647,N2CID,Hamburg,New York,United States,444.925,1,5,Peer,TS1 TS2,N2CID,,0,DMR-plus
113648,KD2EHW,Gates,New York,United States,443.05,1,5,Master,,KD2EHW,,0,DMR
113649,KA2NDW,Clyde,New York,United States,443.075,3,5,None,,KA2NDW,,0,Brandmiester
113650,N2NUO,Waverly,New York,United States,444.65,1,5,Master,,N2NUO,,0,BrandMeister
113651,W1FPW,Buffalo,New York,United States,445.975,1,-5,Master,,N4NJJ,,0,Brandmeister
113652,N2CID,Hamburg,New York,United States,442.3625,1,5,Peer,TS1 TS2,N2CID,,0,BM
113702,W4GG,Greensboro,North Carolina,United States,444.225,1,5,Peer,,W4JLH,,0,PRN
113704,N4TZD,Lexington,North Carolina,United States,441.9375,1,5,Peer,,N4TZD,,0,PRN
113705,W4BSB,Margarettsville,North Carolina,United States,442.35,1,5,Peer,,W4BSB,,0,NC PRN
113706,KI4UDZ,Richfield,North Carolina,United States,440.5625,1,5,None,TS1 TS2,KI4UDZ,,0,Brandmeister
113901,KD8SPV,Ray,Ohio,United States,146.895,7,-0.6,None,TS1 TS2,W8JDA,,0,KD8SPV Network
113902,W8SDR,West Chester,Ohio,United States,444.975,1,5,Master,,W8SDR,,0,DMR-MARC
113903,W8JL,portable,Ohio,United States,442.6,7,5,Peer,,W8JL,,0,brandmeister
113904,W8JL,marietta,Ohio,United States,442.9,7,5,Peer,TS1 TS2,W8JL,,0,brandmeister
113905,WJ8Y,tiffin,Ohio,United States,444.825,1,5,Peer,,WJ8Y,,0,dmr
114801,KG5CNG,San Angelo,Texas,United States,444.65,1,5,Master,,W5ETJ,,0,Mixed
114802,N5OAK,Dripping Springs,Texas,United States,441.3,1,5,Peer,TS1 TS2,KF5KBZ,,0,BM
114803,WB5ITT,Houston Missouri Cit,Texas,United States,444.5,1,5,None,,WB5ITT,,0,Lonestar and BM
114804,KN5D,West Columbia,Texas,United States,443.6625,1,5,Peer,,KN5D,,0,LoneStar C-Bridge
114805,KG5RKI,College Station,Texas,United States,441.35,1,5,Peer,TS1 TS2,KG5RKI,,0,Brandmeister
114806,WD5GSL,Greenville,Texas,United States,444.625,1,5,Peer,,WB5KSD,,0,BRANDMEISTER
114808,KC5HWB,Midlothian,Texas,United States,441.65,9,5,Peer,,KC5HWB,,0,CBridge 2.0
114809,N5LUY,La Porte,Texas,United States,442.85,7,5,Peer,,N5LUY,,0,Lone Star
114810,KC5HWB,Grapevine,Texas,United States,439,1,0,Peer,,KC5HWB,,0,CBridge 2.0
114811,K5VOM,Royse City,Texas,United States,441.775,1,5,Peer,,K5VOM,,0,BrandMeister
114812,K5VOM,Greenville,Texas,United States,441.975,1,5,Peer,TS1 TS2,K5VOM,,0,BM
114813,N5SN,Farmersville,Texas,United States,441.6,1,5,None,TS1 TS2,W5ZIT,,0,DMR-plus
114814,KD5HKQ,Houston,Texas,United States,443.375,1,5,Master,,KD5HKQ,,0,BM
114815,W5ZMV,Tomball,Texas,United States,444.625,5,5,Peer,,W5ZMV,,0,Lone Star
202100,SV1U,Athens,Attica,Greece,439,1,-7.6,Master,,SV1NZP,,0,
202101,SW1F,Moschato / Athens,Attica,Greece,438.8125,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202102,SV1I,Penteli,Pennsylvania,Greece,439.325,1,-7.6,,,SZ1GRC,,0,None
202103,SV1M,KM17VW / Athen,Attiki,Greece,439.175,1,-7.6,,,SZ1GRC,,0,None
202104,SW1G,Mt. Kitheronas,Attiki,Greece,438.8375,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202105,SW1J,Kitheronas Mt.,,Greece,438.6375,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202106,SW1H,ATHENS,Attiki,Greece,438.7125,1,-7.6,,TS1 TS2,SV1EDZ,,0,BM
202113,SW1N,Mt. Parnitha,Attiki,Greece,439.3,1,-7.6,,,SV1IW,,0,
202173,SZ1SV,Athens,,Greece,438.625,1,7.6,,,SV1IW,,0,BrandMeister
202201,SW2D,Thessaloniki,Kentriki Makedonia,Greece,439.05,1,-7.6,,TS1 TS2,SV2BNL,,0,DMR-plus
202202,SV2K,Hortiatis mt.,Dytiki Makedonia,Greece,438.8375,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202203,SW2E,Polygyros,Kentriki Makedonia,Greece,439.25,1,-7.6,,TS1 TS2,SV2BNL,,0,BM
202204,SW2A,Northest Greece,,Greece,438.6375,1,-7.6,,TS1 TS2,SV2BXZ,,0,DMR-plus
202205,SW2F,Thesaloniki city,cnty,Greece,438.3875,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202207,SV7M,Serres,cnty,Greece,439.225,1,-7.6,,TS1 TS2,SV2BNL,,0,BM
202214,SW2G,Metaxas,Dytiki Makedonia,Greece,438.9375,1,-7.6,,TS1 TS2,SV2BXZ,,0,DMR-plus
202402,SV4R,Profitis Ilias,Thessalia,Greece,438.975,1,-7.6,,TS1 TS2,SV4QXF,,0,BM
202404,SV4P,Mt. Pilio,Thessalia,Greece,438.6625,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202499,SZ4TRI,TRIKALA,Thessalia,Greece,439.025,1,-7.6,,TS1 TS2,SV4MLF,,0,DMR-plus
202604,SV6J,"Pr. Ilias, Manoliasa",Ipeiros,Greece,438.7,1,-7.6,,TS1 TS2,SV6DBG,,0,BM
202701,SV7L,KOMOTINI,Anatoliki Makedonia kai Thraki,Greece,438.6,1,-7.6,,,SV7JWS,,0,
202704,SV7N,Xanthi,Anatoliki Makedonia kai Thraki,Greece,439.075,1,-7.6,,TS1 TS2,SV2BNL,,0,BM
202801,SW8N,NAXOS ISLAND,Other Greek Islands,Greece,439.25,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
202901,SV9J,IERAPETRA,Kriti,Greece,438.6875,1,-7.6,,TS1 TS2,SV1EDZ,,0,DMR-plus
204101,PI1AMS,Amsterdam,,Netherlands,438.05,1,-7.6,Peer,TS1 TS2,PA3PM,,0,BM
204103,PI1WFR,Obdam,Noord-Holland,Netherlands,438.0125,1,-7.6,,TS1 TS2,PE1BMM,,0,BM
204111,PI1ASD,Amsterdam,Noord-Holland,Netherlands,438,15,4.872,,,PD7S,,0,
204201,PI1DHG,Den Haag,Zuid-Holland,Netherlands,438.2,1,-7.6,,TS1 TS2,PA3FRH,,0,DMR-plus
204202,PI1HGD,Den Haag,Zuid-Holland,Netherlands,438.25,1,-7.6,,,PA3FRH,,0,
204204,PI1DFT,Delft,Zuid-Holland,Netherlands,438.375,1,-7.6,,TS1 TS2,PD4TH,,0,BM
204210,PI1VLD,VLAARDINGEN,Zuid-Holland,Netherlands,438.8215,1,-7.6,,,PA0ISK,,0,
204221,PI1DOR,Dordrecht,Zuid-Holland,Netherlands,438.0875,2,-7.6,,,PA1ER,,0,
204300,PI1UTR,Ijsselstein,Utrecht,Netherlands,438.35,1,-7.6,Master,TS1 TS2,PE1RJV,,0,BM
204311,PI1AMF,Amersfoort,,Netherlands,438.175,1,-7.6,Peer,TS1 TS2,PA1GF,,0,DMR-plus
204342,PI1SPA,Spakenburg,Utrecht,Netherlands,438.3,1,-7.6,,TS1 TS2,PD0RAF,,0,BM
204400,PI1HRL,Heerlen,,Netherlands,438.2625,2,-7.6,Peer,TS1 TS2,PD4RS,,0,BM
204401,PI1ZLD,Zierikzee,Zeeland,Netherlands,438.4,2,-7.6,Peer,TS1 TS2,PA9KM,,0,BM
204402,PI1ZLB,Maastricht,,Netherlands,438.15,3,-7.6,Peer,TS1 TS2,PD3R,,0,BM
204403,PI1NLB,Gennep,Limburg,Netherlands,438.025,1,-7.6,,TS1 TS2,PA3ETC,,0,BM
204505,PI1EHN,Eindhoven,Noord-Brabant,Netherlands,438.25,1,-7.6,,TS1 TS2,PE1DGW,,0,BM
204510,PI1HWB,BREDA,Noord-Brabant,Netherlands,430.325,1,1.6,,TS1 TS2,PA0HWB,,0,BM
204568,PI2EHV,Eindhoven,Noord-Brabant,Netherlands,430.1,1,1.6,,,PE1RXQ,,0,None
204600,PI1APD,Apeldoorn,,Netherlands,438.3875,1,-7.6,Peer,TS1 TS2,PE1RJV,,0,BM
204602,PI1ANH,Oosterbeek,Gelderland,Netherlands,438.0625,1,-7.6,,TS1 TS2,PA1PAS,,0,BM
204603,PI1RKW,Radio Kootwijk,Gelderland,Netherlands,430.95,1,0,,,PE2CVF,,0,None
204612,PD0JAC,Arnhem,Gelderland,Netherlands,430.0625,1,7.6,,,PD0JAC,,0,N/A
204650,PI1NYM,Nijmegen,Gelderland,Netherlands,438.05,2,-7.6,,TS1 TS2,PA1OKZ,,0,BM
204660,PI1GRB,Groesbeek,Gelderland,Netherlands,145.7125,2,-0.6,,TS1 TS2,PE2GER,,0,BM
204661,PI1GRB,Groesbeek,Gelderland,Netherlands,438.4125,1,-7.6,,,PE2GER,,0,
204666,PI1GRL,Groenlo,Gelderland,Netherlands,438.325,1,-7.6,,TS1 TS2,PC2KY,,0,BM
204701,PI1ADF,Almere,Flevoland,Netherlands,438.3625,2,-7.6,,TS1 TS2,PD8R,,0,BM
204710,PI1ZWL,Zwolle,Overijssel,Netherlands,438.1625,1,-7.6,,TS1 TS2,PD0ZWL,,0,BM
204711,PI1TWE,Hengelo,Overijssel,Netherlands,438.275,1,-7.6,,TS1 TS2,PE1SCX,,0,BM
204720,PI1NIJ,Nijverdal,Overijssel,Netherlands,438.0375,1,-7.6,,TS1 TS2,PI1NIJ,,0,BM
204778,PI1KPH,Zwolle,Overijssel,Netherlands,438.15,4,-7.6,,TS1 TS2,PA4DEN,,0,BM
204800,PI1NOG,Delfzijl,,Netherlands,438.15,1,-7.6,Master,TS1 TS2,PA3GAZ,,0,DMR-plus
204801,PI1DRA,Drachten,,Netherlands,438,1,-7.6,Peer,TS1 TS2,PD0SDO,,0,BM
204844,PI1FRL,Burgwerd,Friesland,Netherlands,438.3625,1,-7.6,,TS1 TS2,PA3GFY,,0,BM
206001,ON0CK,Kortrijk,West-Vlaanderen,Belgium,439.1625,1,-7.6,,TS1 TS2,ON4TOP,,0,BM
206002,ON0SEA,Knokke-Heist,West-Vlaanderen,Belgium,438.9375,1,-7.6,,TS1 TS2,ON4UK,,0,BM
206003,ON0VRN,Veurne,West-Vlaanderen,Belgium,439.2125,1,-7.6,,TS1 TS2,ON8SD,,0,BM
206004,ON0MSD,Moorslede,West-Vlaanderen,Belgium,439.1875,1,-7.6,,TS1 TS2,ON4AIM,,0,BM
206006,ON4TOP,Bavikhove,West-Vlaanderen,Belgium,438.075,1,-7.6,,,ON4TOP,,0,Hytera
206007,ON0DXK,Kortrijk,West-Vlaanderen,Belgium,439,1,-7.6,,,ON4TOP,,0,Hytera
206008,ON0AIM,Oostende,West-Vlaanderen,Belgium,439.5625,1,-7.6,,,ON4AIM,,0,Hytera
206010,ON0OST,Oostende,West-Vlaanderen,Belgium,439.4125,1,-7.6,Peer,TS1 TS2,ON4AIM,,0,BM
