No.,Call Type,Contacts Alias,City,Province,Country,Call ID,
106,Group Call,N Dakota StWd,,,,3138,
60,Group Call,Ohio StWd,,,,3139,
107,Group Call,Oklahoma StWd,,,,3140,
108,Group Call,Oregon StWd,,,,3141,
109,Group Call,Penna StWd,,,,3142,
110,Group Call,Rhode Is StWd,,,,3144,
111,Group Call,S Carolina StWd,,,,3145,
112,Group Call,S Dakota StWd,,,,3146,
113,Group Call,Tennessee StWd,,,,3147,
114,Group Call,Texas StWd,,,,3148,
115,Group Call,Utah StWd,,,,3149,
116,Group Call,Vermont StWd,,,,3150,
117,Group Call,Virginia StWd,,,,3151,
118,Group Call,Washington StWd,,,,3153,
119,Group Call,W Virginia StWd,,,,3154,
120,Group Call,Wisconsin StWd,,,,3155,
121,Group Call,Wyoming StWd,,,,3156,
191,Group Call,DCI 3166,,,,3166,
53,Group Call,Midwest,,,,3169,
55,Group Call,New England,,,,3172,
59,Group Call,MidAtlantic,,,,3173,
58,Group Call,SouthEast,,,,3174,
57,Group Call,TX-OK,,,,3175,
56,Group Call,Southwest,,,,3176,
54,Group Call,Mountain,,,,3177,
190,Group Call,DCI 3181,,,,3181,
183,Group Call,Disconnect 4000,,,,4000,
184,Group Call,Status 5000,,,,5000,
125,Group Call,TAC 1-2-3 8951,,,,8951,
193,Group Call,OH EMCOMM,,,,9911,
123,Group Call,BM ECHO,,,,9990,
124,Group Call,DM ECHO,,,,9998,
206,Group Call,DCI Audio Tst,,,,9999,
122,Group Call,Baynet SF CA,,,,31075,
207,Group Call,Hytera USA,,,,31089,
62,Group Call,Regional Area 0,,,,31090,
63,Group Call,Regional Area 1,,,,31091,
64,Group Call,Regional Area 2,,,,31092,
65,Group Call,Regional Area 3,,,,31093,
66,Group Call,Regional Area 4,,,,31094,
67,Group Call,Regional Area 5,,,,31095,
68,Group Call,Regional Area 6,,,,31096,
69,Group Call,Regional Area 7,,,,31097,
70,Group Call,Regional Area 8,,,,31098,
71,Group Call,Regional Area 9,,,,31099,
1,Group Call,OH TAC,,,,31390,
2,Group Call,NEOH,,,,31391,
3,Group Call,SEOH,,,,31393,
4,Group Call,Ohio-Link-YSF,,,,31399,
187,Group Call,LCL 43298,,,,43298,
186,Group Call,LCL 43299,,,,43299,
44,Group Call,Ray OH RAY,,,,113901,
138,Group Call,West Chester,,,,113902,
139,Group Call,portable,,,,113903,
45,Group Call,Belpre OH BEL,,,,113904,
140,Group Call,tiffin,,,,113905,
141,Group Call,NEO Digital Thom,,,,310021,
142,Group Call,Kettering,,,,313900,
143,Group Call,Columbus,,,,313901,
144,Group Call,Dayton,,,,313902,
145,Group Call,Columbus Grove,,,,313903,
146,Group Call,Toledo,,,,313905,
147,Group Call,Columbus,,,,313906,
148,Group Call,Sidney,,,,313907,
149,Group Call,Piqua,,,,313908,
150,Group Call,Cincinnati,,,,313909,
151,Group Call,Toledo,,,,313910,
152,Group Call,Hillsboro,,,,313912,
153,Group Call,Cincinnati,,,,313913,
154,Group Call,Middletown,,,,313914,
155,Group Call,Springfield,,,,313915,
156,Group Call,Cincinnati,,,,313916,
157,Group Call,Norton,,,,313917,
158,Group Call,Mantua,,,,313919,
6,Group Call,Mansfield OH20,,,,313920,
7,Group Call,Norton OH22,,,,313922,
8,Group Call,Medina SO OH23,,,,313923,
159,Group Call,Andover OH24,,,,313924,
160,Group Call,Dayton OH25,,,,313925,
161,Group Call,BALL AVE 1 OH26,,,,313926,
162,Group Call,Bucyrus OH27,,,,313927,
163,Group Call,BALL AVE 2 OH28,,,,313928,
164,Group Call,EUCLID OH29,,,,313929,
165,Group Call,Kent OH30,,,,313930,
9,Group Call,Atwater OH31,,,,313931,
166,Group Call,Warensvle OH32,,,,313932,
167,Group Call,Atwater OH33,,,,313933,
10,Group Call,Mt. Vernon OH34,,,,313934,
168,Group Call,Mt Gilead OH35,,,,313935,
11,Group Call,Sandusky OH36,,,,313936,
169,Group Call,Sandusky OH37,,,,313937,
12,Group Call,Marietta OH38,,,,313938,
13,Group Call,Marietta VHF OH3,,,,313939,
170,Group Call,SPRINGFIELD OH40,,,,313940,
14,Group Call,Marietta OH42,,,,313942,
171,Group Call,Mentor OH43,,,,313943,
172,Group Call,Medina OH44,,,,313944,
15,Group Call,Ohioville OH45,,,,313945,
16,Group Call,Wellston OH46,,,,313946,
17,Group Call,Wellston VHF OH4,,,,313947,
18,Group Call,Bridgeport OH48,,,,313948,
173,Group Call,Marietta OH49,,,,313949,
174,Group Call,Marietta OH50,,,,313950,
5,Group Call,AkronU OH51,,,,313951,
19,Group Call,Ashland OH52,,,,313952,
20,Group Call,Chillicothe OH53,,,,313953,
21,Group Call,Ray l  OH54,,,,313954,
22,Group Call,Gallipolis OH55,,,,313955,
23,Group Call,Bainbridge OH56,,,,313956,
24,Group Call,Minford OH57,,,,313957,
25,Group Call,Willow Wood OH58,,,,313958,
175,Group Call,Akron OH59,,,,313959,
26,Group Call,Toledo OH60,,,,313960,
27,Group Call,Huber Hts OH61,,,,313961,
28,Group Call,Avon Lake OH62,,,,313962,
29,Group Call,Bowling Grn OH63,,,,313963,
30,Group Call,Marion OH64,,,,313964,
31,Group Call,Copley OH65,,,,313965,
32,Group Call,Marysville OH66,,,,313966,
33,Group Call,Tiffin OH67,,,,313967,
34,Group Call,Howard OH68,,,,313968,
176,Group Call,N Ridgevle OH71,,,,313971,
35,Group Call,Mt. Gilead OH72,,,,313972,
177,Group Call,Stoutsville OH73,,,,313973,
36,Group Call,Chillicothe OH74,,,,313974,
37,Group Call,Hillsboro OH75,,,,313975,
38,Group Call,West Chester OH7,,,,313976,
178,Group Call,Amherst OH77,,,,313977,
39,Group Call,Youngstown OH79,,,,313979,
40,Group Call,Findlay OH81,,,,313981,
41,Group Call,Thornville OH82,,,,313982,
179,Group Call,HAMILTON OH83,,,,313983,
180,Group Call,Thornville OH85,,,,313985,
181,Group Call,Akron OH86,,,,313986,
182,Group Call,Hebron OH87,,,,313987,
42,Group Call,Massillon OH89,,,,313989,
43,Group Call,Canton OH91,,,,313991,
189,Group Call,COL COMM 2,,,,37777216,
